,real,path,file_name
0,1,/Users/jeffbyju/Documents/CS-444/Final_project/Celeb-real/id0_0000.mp4,id0_0000.mp4
1,1,/Users/jeffbyju/Documents/CS-444/Final_project/Celeb-real/id0_0001.mp4,id0_0001.mp4
2,1,/Users/jeffbyju/Documents/CS-444/Final_project/Celeb-real/id0_0002.mp4,id0_0002.mp4
3,1,/Users/jeffbyju/Documents/CS-444/Final_project/Celeb-real/id0_0003.mp4,id0_0003.mp4
4,1,/Users/jeffbyju/Documents/CS-444/Final_project/Celeb-real/id0_0004.mp4,id0_0004.mp4
5,1,/Users/jeffbyju/Documents/CS-444/Final_project/Celeb-real/id0_0005.mp4,id0_0005.mp4
6,1,/Users/jeffbyju/Documents/CS-444/Final_project/Celeb-real/id0_0006.mp4,id0_0006.mp4
7,1,/Users/jeffbyju/Documents/CS-444/Final_project/Celeb-real/id0_0007.mp4,id0_0007.mp4
8,1,/Users/jeffbyju/Documents/CS-444/Final_project/Celeb-real/id0_0008.mp4,id0_0008.mp4
9,1,/Users/jeffbyju/Documents/CS-444/Final_project/Celeb-real/id0_0009.mp4,id0_0009.mp4
10,1,/Users/jeffbyju/Documents/CS-444/Final_project/Celeb-real/id10_0000.mp4,id10_0000.mp4
11,1,/Users/jeffbyju/Documents/CS-444/Final_project/Celeb-real/id10_0001.mp4,id10_0001.mp4
12,1,/Users/jeffbyju/Documents/CS-444/Final_project/Celeb-real/id10_0002.mp4,id10_0002.mp4
13,1,/Users/jeffbyju/Documents/CS-444/Final_project/Celeb-real/id10_0003.mp4,id10_0003.mp4
14,1,/Users/jeffbyju/Documents/CS-444/Final_project/Celeb-real/id10_0004.mp4,id10_0004.mp4
15,1,/Users/jeffbyju/Documents/CS-444/Final_project/Celeb-real/id10_0005.mp4,id10_0005.mp4
16,1,/Users/jeffbyju/Documents/CS-444/Final_project/Celeb-real/id10_0006.mp4,id10_0006.mp4
17,1,/Users/jeffbyju/Documents/CS-444/Final_project/Celeb-real/id1_0008.mp4,id1_0008.mp4
18,1,/Users/jeffbyju/Documents/CS-444/Final_project/Celeb-real/id1_0009.mp4,id1_0009.mp4
19,1,/Users/jeffbyju/Documents/CS-444/Final_project/Celeb-real/id2_0000.mp4,id2_0000.mp4
20,1,/Users/jeffbyju/Documents/CS-444/Final_project/Celeb-real/id2_0001.mp4,id2_0001.mp4
21,1,/Users/jeffbyju/Documents/CS-444/Final_project/Celeb-real/id2_0002.mp4,id2_0002.mp4
22,1,/Users/jeffbyju/Documents/CS-444/Final_project/Celeb-real/id2_0003.mp4,id2_0003.mp4
23,1,/Users/jeffbyju/Documents/CS-444/Final_project/Celeb-real/id2_0004.mp4,id2_0004.mp4
24,1,/Users/jeffbyju/Documents/CS-444/Final_project/Celeb-real/id2_0005.mp4,id2_0005.mp4
25,1,/Users/jeffbyju/Documents/CS-444/Final_project/Celeb-real/id2_0006.mp4,id2_0006.mp4
26,1,/Users/jeffbyju/Documents/CS-444/Final_project/Celeb-real/id2_0007.mp4,id2_0007.mp4
27,1,/Users/jeffbyju/Documents/CS-444/Final_project/Celeb-real/id2_0009.mp4,id2_0009.mp4
28,1,/Users/jeffbyju/Documents/CS-444/Final_project/Celeb-real/id3_0000.mp4,id3_0000.mp4
29,1,/Users/jeffbyju/Documents/CS-444/Final_project/Celeb-real/id3_0002.mp4,id3_0002.mp4
30,1,/Users/jeffbyju/Documents/CS-444/Final_project/Celeb-real/id3_0003.mp4,id3_0003.mp4
31,1,/Users/jeffbyju/Documents/CS-444/Final_project/Celeb-real/id3_0004.mp4,id3_0004.mp4
32,1,/Users/jeffbyju/Documents/CS-444/Final_project/Celeb-real/id3_0006.mp4,id3_0006.mp4
33,1,/Users/jeffbyju/Documents/CS-444/Final_project/Celeb-real/id3_0007.mp4,id3_0007.mp4
34,1,/Users/jeffbyju/Documents/CS-444/Final_project/Celeb-real/id3_0008.mp4,id3_0008.mp4
35,1,/Users/jeffbyju/Documents/CS-444/Final_project/Celeb-real/id3_0009.mp4,id3_0009.mp4
36,1,/Users/jeffbyju/Documents/CS-444/Final_project/Celeb-real/id4_0000.mp4,id4_0000.mp4
37,1,/Users/jeffbyju/Documents/CS-444/Final_project/Celeb-real/id4_0001.mp4,id4_0001.mp4
38,1,/Users/jeffbyju/Documents/CS-444/Final_project/Celeb-real/id4_0002.mp4,id4_0002.mp4
39,1,/Users/jeffbyju/Documents/CS-444/Final_project/Celeb-real/id4_0003.mp4,id4_0003.mp4
40,1,/Users/jeffbyju/Documents/CS-444/Final_project/Celeb-real/id4_0004.mp4,id4_0004.mp4
41,1,/Users/jeffbyju/Documents/CS-444/Final_project/Celeb-real/id4_0005.mp4,id4_0005.mp4
42,1,/Users/jeffbyju/Documents/CS-444/Final_project/Celeb-real/id4_0006.mp4,id4_0006.mp4
43,1,/Users/jeffbyju/Documents/CS-444/Final_project/Celeb-real/id4_0007.mp4,id4_0007.mp4
44,1,/Users/jeffbyju/Documents/CS-444/Final_project/Celeb-real/id4_0008.mp4,id4_0008.mp4
45,1,/Users/jeffbyju/Documents/CS-444/Final_project/Celeb-real/id4_0009.mp4,id4_0009.mp4
46,1,/Users/jeffbyju/Documents/CS-444/Final_project/Celeb-real/id6_0000.mp4,id6_0000.mp4
47,1,/Users/jeffbyju/Documents/CS-444/Final_project/Celeb-real/id6_0001.mp4,id6_0001.mp4
48,1,/Users/jeffbyju/Documents/CS-444/Final_project/Celeb-real/id6_0002.mp4,id6_0002.mp4
49,1,/Users/jeffbyju/Documents/CS-444/Final_project/Celeb-real/id6_0004.mp4,id6_0004.mp4
50,1,/Users/jeffbyju/Documents/CS-444/Final_project/Celeb-real/id6_0006.mp4,id6_0006.mp4
51,1,/Users/jeffbyju/Documents/CS-444/Final_project/Celeb-real/id6_0007.mp4,id6_0007.mp4
52,1,/Users/jeffbyju/Documents/CS-444/Final_project/Celeb-real/id6_0008.mp4,id6_0008.mp4
53,1,/Users/jeffbyju/Documents/CS-444/Final_project/Celeb-real/id6_0009.mp4,id6_0009.mp4
54,1,/Users/jeffbyju/Documents/CS-444/Final_project/Celeb-real/id7_0000.mp4,id7_0000.mp4
55,1,/Users/jeffbyju/Documents/CS-444/Final_project/Celeb-real/id7_0001.mp4,id7_0001.mp4
56,1,/Users/jeffbyju/Documents/CS-444/Final_project/Celeb-real/id7_0002.mp4,id7_0002.mp4
57,1,/Users/jeffbyju/Documents/CS-444/Final_project/Celeb-real/id7_0003.mp4,id7_0003.mp4
58,1,/Users/jeffbyju/Documents/CS-444/Final_project/Celeb-real/id7_0004.mp4,id7_0004.mp4
59,1,/Users/jeffbyju/Documents/CS-444/Final_project/Celeb-real/id7_0005.mp4,id7_0005.mp4
